Retailer,Region,Product,Units_Sold,Price_per_Unit,Customer_Gender,Customer_Income,Customer_Age_Group,Total_Sales,Operating_Profit,Operating_Margin,High_Profit
1,0,0,77,34,0,1,1,2618,619.8282697001675,0.23675640553864305,1
1,2,2,223,81,1,1,1,18063,1618.210247891698,0.08958701477560195,0
1,3,1,227,174,1,1,3,39498,13425.202242085668,0.33989574768559594,1
0,2,0,186,47,0,1,3,8742,1207.695732769166,0.13814867682099816,0
1,3,0,308,83,1,0,1,25564,8233.033240302895,0.32205575185037144,1
1,1,0,173,149,1,2,0,25777,9923.822364757663,0.384987483600018,1
1,0,0,67,146,0,2,3,9782,2874.718801159715,0.29387842988751944,1
0,0,2,278,55,0,2,1,15290,3954.155406322861,0.2586105563324304,1
0,0,0,317,133,0,0,2,42161,8901.669543422386,0.2111351614862642,1
1,1,1,67,32,1,2,2,2144,380.65316344295064,0.17754345309839115,0
0,3,2,297,34,0,0,3,10098,1752.524691359761,0.1735516628401427,0
1,1,0,474,108,1,2,0,51192,13961.61704273988,0.27273044699835675,1
1,0,2,114,41,1,1,2,4674,1462.7076919984588,0.3129455909282111,1
0,1,1,237,93,1,0,2,22041,6336.368154977093,0.28748097431954506,1
1,1,0,256,44,0,2,2,11264,1345.411982945502,0.11944353541774698,0
0,1,1,197,120,1,1,0,23640,5269.249928507246,0.22289551305022193,1
0,3,0,92,195,0,1,0,17940,5867.708013237453,0.3270740252640721,1
1,2,0,195,190,0,1,3,37050,8021.1926339165875,0.2164964273661697,1
1,2,0,261,136,0,0,3,35496,8441.592978121882,0.23781814790742287,1
0,1,0,364,185,0,0,2,67340,21541.90551933811,0.3198976168597878,1
1,2,0,247,60,0,2,0,14820,4170.98314359703,0.28144285719278206,1
1,2,2,369,192,1,1,1,70848,13692.844134136514,0.19327072230883743,0
1,1,0,193,107,1,2,2,20651,7504.458764605136,0.3633944489179767,1
0,1,0,293,187,1,2,3,54791,5857.07429069923,0.10689847403221751,0
0,0,2,394,129,1,1,0,50826,20250.641655618147,0.3984307570066137,1
1,2,2,435,139,1,2,3,60465,5538.4974051479885,0.09159840246668302,0
0,3,2,219,116,0,0,3,25404,1403.1261730762299,0.05523248988648362,0
0,1,2,313,164,0,2,0,51332,18556.85758181894,0.3615066154020677,1
0,0,2,305,76,1,1,2,23180,3146.307813373002,0.13573372792808464,0
0,3,2,106,149,1,0,0,15794,4823.406570562728,0.3053948696063523,1
0,2,0,456,115,1,0,2,52440,17507.3761915032,0.33385538122622427,1
1,0,0,469,140,0,2,3,65660,23023.36625230908,0.35064523686124094,1
1,1,1,465,81,0,2,0,37665,14955.188910201796,0.3970579824824584,1
1,3,0,481,156,0,0,1,75036,11474.047288896481,0.1529138985139997,0
0,1,0,217,87,1,2,2,18879,5636.989418285654,0.29858516967454074,1
0,2,2,379,100,1,1,1,37900,3425.7791200951865,0.09038995039828988,0
1,3,2,397,36,1,2,2,14292,2749.541437225232,0.1923832519748973,0
0,2,0,431,136,1,2,0,58616,20327.44807132378,0.34679009265940663,1
1,2,1,420,69,0,0,1,28980,5178.155561177537,0.17868031612068794,0
1,0,2,146,131,1,2,0,19126,4913.151586843454,0.25688338318746495,1
1,1,0,376,113,1,2,2,42488,9615.91412694029,0.22632070530362197,1
0,3,0,409,187,1,2,2,76483,21115.65883391489,0.2760830358892158,1
0,2,1,193,104,0,1,2,20072,7838.377664326435,0.3905130362856932,1
1,2,1,85,168,0,2,2,14280,992.5661614540079,0.06950743427549075,0
1,3,2,296,165,1,1,3,48840,12253.298180172858,0.2508865311255704,1
1,2,1,481,176,0,1,2,84656,29803.99751767424,0.3520600727375997,1
1,0,0,384,171,0,1,1,65664,14346.530034487063,0.21848394911194965,1
0,0,0,151,93,0,1,2,14043,1088.1150452621275,0.0774845150795505,0
0,0,1,246,128,0,0,0,31488,7751.99209511475,0.24618877334586983,1
1,0,1,34,164,0,1,3,5576,926.8754053317681,0.16622586178833718,0
1,2,1,299,37,1,2,1,11063,1153.0923399177548,0.10422962486827757,0
0,3,1,76,61,1,1,3,4636,1609.4434012537633,0.3471620796492156,1
0,3,2,259,120,1,2,3,31080,7227.9595023174215,0.23255982954689258,1
1,3,1,417,64,0,1,3,26688,10051.948312750386,0.37664674433267337,1
1,3,2,127,101,0,0,0,12827,4259.920796590249,0.3321057766110742,1
1,1,0,499,36,0,1,3,17964,5255.190856172557,0.2925401278207836,1
0,3,1,82,92,0,1,3,7544,390.46933908576966,0.05175892617785918,0
0,1,2,291,33,1,0,2,9603,1918.08602893399,0.1997382098233875,0
0,1,1,413,196,1,1,0,80948,9642.54183450905,0.11912019857821131,0
1,0,0,457,176,1,2,1,80432,29661.65415351889,0.36877926886710377,1
1,1,0,369,151,1,1,1,55719,6190.625764763741,0.1111043946367261,0
0,2,0,19,101,1,1,1,1919,288.0822336969591,0.15012101808074993,0
0,1,1,220,167,1,1,0,36740,8483.003996297926,0.23089286870707476,1
1,0,1,332,139,0,0,1,46148,6561.196501333177,0.14217726664932775,0
0,1,2,161,139,0,1,0,22379,2762.7465644903086,0.12345263704769242,0
0,2,0,14,66,1,1,2,924,239.94872173823018,0.2596847637859634,1
1,2,1,204,126,0,2,2,25704,2085.245558513297,0.08112533296425836,0
0,2,0,451,127,1,1,0,57277,4029.9361506904424,0.07035871555232366,0
1,0,0,292,28,1,1,1,8176,1474.017136704462,0.180285853315125,0
1,0,2,473,98,0,1,0,46354,14009.688043490109,0.3022325590777518,1
1,3,2,122,174,1,1,0,21228,5183.503252623779,0.2441823653958818,1
1,0,2,280,34,1,2,3,9520,1885.0243929313071,0.1980067639633726,0
1,2,2,172,38,1,2,0,6536,1621.0132783201548,0.24801304747860384,1
1,2,0,469,109,0,0,3,51121,9094.835871436,0.17790801962864577,0
1,0,2,114,199,0,1,2,22686,8567.39551796452,0.3776512174012395,1
0,1,2,190,45,0,0,3,8550,591.8028860504922,0.06921671181877102,0
1,0,2,53,173,0,0,0,9169,2619.464264928596,0.28568701766044236,1
1,0,2,291,173,1,1,2,50343,18221.595118398207,0.36194893268971273,1
0,2,0,184,193,0,2,3,35512,11767.243821812213,0.33135964805733875,1
0,3,2,171,111,0,2,0,18981,2171.6990086810583,0.11441436218750636,0
0,2,0,480,196,0,1,2,94080,14448.262819222935,0.15357422214310093,0
1,3,1,360,101,1,1,3,36360,10943.152067986615,0.30096677854748666,1
0,2,0,443,150,0,2,0,66450,5282.422530146655,0.07949469571326795,0
1,0,0,349,61,0,1,0,21289,7113.753304707559,0.33415159494140445,1
1,2,2,149,38,1,1,1,5662,1707.757892123313,0.3016174306116766,1
1,2,1,480,36,1,1,1,17280,5276.661014575353,0.30536232723236995,1
1,2,1,141,180,1,2,3,25380,2159.4440920870143,0.08508447959365699,0
0,0,1,96,95,1,0,3,9120,2747.0916590534093,0.30121619068568084,1
0,0,1,185,196,0,0,3,36260,10440.57182716664,0.2879363438269895,1
1,0,0,192,82,1,1,0,15744,5365.915293424725,0.3408228717876477,1
1,0,1,377,150,0,2,3,56550,3650.787964206173,0.06455858468976433,0
1,3,0,138,126,0,1,0,17388,1010.0469061612898,0.058088733963727275,0
0,3,0,255,68,0,2,3,17340,3130.7800891629854,0.18055248495749626,0
1,1,0,98,74,0,1,0,7252,740.2544220659199,0.10207589934720351,0
1,0,1,75,173,0,2,0,12975,3184.513508765771,0.24543456714957773,1
0,3,2,167,118,1,2,1,19706,7312.347108582198,0.37107211552736213,1
0,2,2,396,71,0,0,2,28116,5258.195434324915,0.1870179056169055,0
1,0,1,387,119,0,1,0,46053,15922.024903587335,0.3457326320454115,1
0,1,2,158,136,0,0,3,21488,1076.2115690739702,0.05008430608125326,0
0,1,2,482,137,1,0,1,66034,7196.39358816432,0.10898012521071448,0
1,1,0,349,26,0,2,3,9074,550.3221195874105,0.060648238878929964,0
0,2,0,442,65,0,1,3,28730,4736.183973669273,0.16485151318027402,0
1,3,1,125,65,1,2,0,8125,2988.91416276193,0.367866358493776,1
0,2,1,223,119,0,2,0,26537,2227.3364763812183,0.08393324325964571,0
1,0,2,478,163,0,2,2,77914,20432.433970825765,0.2622434218603302,1
1,1,0,455,171,1,1,0,77805,16185.274540115926,0.2080235786918055,1
1,2,1,490,73,0,1,0,35770,13537.652784713791,0.3784638743280344,1
0,2,1,381,81,0,2,2,30861,2866.422140243039,0.09288169988798285,0
1,3,1,303,148,0,1,3,44844,5570.0619247726845,0.12420974767578014,0
0,3,1,262,68,0,2,2,17816,1075.0118994738275,0.060339689014022646,0
1,1,1,152,44,0,1,2,6688,1350.1556323371196,0.20187733737098082,1
1,2,1,259,29,1,1,2,7511,1105.9310180205416,0.147241514847629,0
0,2,2,375,137,1,0,1,51375,18210.746073765335,0.35446707686161233,1
1,3,0,445,163,1,2,3,72535,18984.533659854707,0.2617292846192143,1
1,2,0,472,176,0,0,1,83072,22008.411024791123,0.2649317582914956,1
0,2,1,311,111,0,0,1,34521,8152.781208463805,0.23616874390845588,1
1,2,0,34,153,0,2,0,5202,427.3319089932063,0.08214761803022036,0
1,3,0,286,163,1,2,2,46618,9591.958349268014,0.20575653930387433,1
1,1,0,481,167,0,1,2,80327,32116.888680800606,0.39982681639798084,1
1,0,1,386,99,0,2,1,38214,13081.808242136365,0.3423302517961052,1
0,1,1,387,90,0,0,0,34830,12633.212599824226,0.3627106689584906,1
0,0,0,398,97,1,0,0,38606,13053.816888774627,0.33812922573627485,1
1,2,0,79,62,1,2,0,4898,421.5443750487336,0.08606459270084395,0
0,1,1,122,173,0,0,3,21106,2735.4829976020815,0.12960688892267988,0
1,0,2,372,109,0,1,1,40548,2071.701851719894,0.05109257797474336,0
0,3,0,121,97,0,0,3,11737,1833.654417493038,0.15622854370733902,0
1,3,2,373,180,1,1,0,67140,5909.16534774023,0.08801259082127241,0
1,1,0,312,45,1,0,0,14040,3025.3064988119795,0.2154776708555541,1
1,1,2,480,140,1,1,0,67200,19286.038531258175,0.2869946210008657,1
1,2,2,461,64,0,1,2,29504,10505.6914786812,0.356076853263327,1
1,1,2,100,82,1,2,1,8200,2560.2532638108783,0.3122260077818144,1
1,2,1,27,199,0,1,2,5373,2033.7071421412682,0.37850495852247684,1
0,2,2,158,87,0,2,3,13746,946.6100649135574,0.06886440163782609,0
1,3,2,485,173,1,0,2,83905,4552.932181718718,0.05426294239578951,0
0,3,2,236,21,0,0,1,4956,1394.9570922602945,0.28146833984267444,1
1,0,0,223,161,1,0,2,35903,5431.166854473257,0.15127334357778618,0
0,3,2,369,127,0,1,0,46863,6501.086341217696,0.1387253556370206,0
0,3,0,160,49,0,0,3,7840,1299.9541686317716,0.165810480692828,0
0,1,2,201,68,1,0,3,13668,1974.050381745492,0.14442862026232747,0
1,3,2,460,159,0,2,0,73140,16749.260564914333,0.22900274220555555,1
1,0,1,49,63,0,2,0,3087,629.908389803314,0.20405195652844638,1
0,1,0,251,180,0,0,0,45180,10362.032682919067,0.22934999298182973,1
1,0,2,147,32,0,0,1,4704,1342.7556899743183,0.2854497640251527,1
0,3,0,354,97,0,1,2,34338,6369.550595967952,0.18549567813990192,0
1,0,0,189,145,0,1,3,27405,3780.730508145783,0.1379576904997549,0
0,1,1,209,117,0,0,2,24453,2645.0856043044887,0.10817018788306092,0
0,2,1,212,45,0,2,0,9540,1643.8940851194368,0.17231594183641896,0
1,0,1,70,168,1,0,0,11760,3641.2754521132447,0.30963226633616026,1
0,0,1,201,175,1,1,2,35175,11074.73332460983,0.31484671853901436,1
1,1,1,14,67,0,2,3,938,265.84503844842624,0.2834168853394736,1
0,1,1,387,187,0,2,1,72369,9546.184756574123,0.13190986135740612,0
0,0,1,246,85,1,1,2,20910,5349.409190287605,0.2558301860491442,1
1,3,1,190,106,0,0,0,20140,5029.791424455202,0.24974138155189682,1
1,0,2,320,98,1,0,0,31360,6883.3057904523475,0.21949316933840393,1
1,1,0,46,42,1,0,1,1932,468.495790592769,0.2424926452343525,1
0,2,1,65,100,1,1,2,6500,1443.823689218845,0.22212672141828385,1
1,2,1,452,67,0,2,1,30284,7507.698206565903,0.2479097281259379,1
0,3,0,246,143,0,1,1,35178,10568.423965081725,0.3004270841173951,1
0,0,2,367,149,0,0,3,54683,4832.329494097154,0.08836986804120392,0
1,2,0,358,103,1,1,3,36874,11518.294994660086,0.3123690132521583,1
1,0,0,206,39,1,2,0,8034,783.7982655437822,0.09756015254465798,0
0,1,1,82,65,1,1,2,5330,390.79453103455404,0.07331979944363115,0
0,2,0,68,150,0,0,3,10200,3994.60447981064,0.3916278901775137,1
1,3,0,249,31,1,2,0,7719,2971.4068123688285,0.38494711910465457,1
1,1,1,11,59,1,1,2,649,46.178161183249124,0.07115279072919742,0
1,3,1,458,85,0,1,0,38930,7986.049766817098,0.20513870451623678,1
1,1,1,369,119,1,2,3,43911,5057.920519988494,0.11518572840492117,0
1,2,1,197,97,1,2,0,19109,4201.509473769559,0.21987071399704636,1
0,3,0,316,35,0,0,2,11060,3766.616107651403,0.3405620350498556,1
0,3,0,39,102,0,2,2,3978,1522.4367739745262,0.38271412116001163,1
0,1,2,276,181,1,0,0,49956,13587.45394453875,0.2719884287080381,1
0,3,2,485,63,0,1,2,30555,5312.505681579975,0.173866983524136,0
1,1,0,117,153,1,0,0,17901,4675.095832711385,0.26116394797560943,1
1,1,2,341,119,0,1,2,40579,6460.195350201183,0.15920045713795763,0
1,1,0,432,41,1,2,0,17712,6525.778714246109,0.36843827429122117,1
0,1,2,99,37,0,1,0,3663,1299.0469137248383,0.35464016208704296,1
0,2,1,214,31,1,2,0,6634,1627.858300974345,0.24538111259788137,1
1,1,2,388,199,0,1,1,77212,12638.03084902194,0.1636796203831262,0
1,0,1,465,142,0,1,2,66030,10081.882097560421,0.15268638645404242,0
0,3,1,456,136,0,1,3,62016,3826.157625870139,0.061696298146770814,0
0,0,1,457,70,0,1,0,31990,10733.838158504717,0.33553729785885333,1
1,2,1,454,90,0,0,1,40860,8483.930329670853,0.2076341245636528,1
1,0,2,390,67,0,1,3,26130,4280.003196684618,0.16379652494009253,0
0,3,0,447,38,0,0,0,16986,3650.0981714971467,0.21488862424921387,1
1,0,1,229,25,1,2,3,5725,1926.7962483735091,0.33655829665912823,1
1,2,2,387,103,1,2,1,39861,3731.586426700326,0.09361497269763241,0
1,1,1,103,174,0,0,3,17922,6275.918717444511,0.3501795958846396,1
0,0,2,466,72,0,2,0,33552,12217.225752444423,0.3641280922879239,1
0,2,2,112,126,1,2,3,14112,5381.579733935381,0.3813477702618609,1
0,2,2,232,120,1,1,3,27840,5265.122998166085,0.18912079734791973,0
0,3,0,195,67,0,1,0,13065,1646.1787825632641,0.12599914141318516,0
0,3,2,478,154,1,1,1,73612,13307.156775139714,0.18077428646334448,0
0,0,2,193,88,1,0,1,16984,2828.162664837954,0.16651923368099117,0
0,1,0,171,30,0,0,3,5130,572.7843498988852,0.11165386937600102,0
1,2,0,256,162,0,2,2,41472,10888.19716985712,0.2625433345355208,1
1,0,2,40,150,0,1,3,6000,1300.9107370681206,0.2168184561780201,1
1,2,0,61,141,1,0,2,8601,3036.1129822425646,0.3529953473134013,1
1,2,1,354,88,0,0,3,31152,1907.6971779119776,0.061238353168720394,0
1,1,1,85,42,0,1,1,3570,983.0129754801304,0.2753537746442942,1
1,1,0,394,56,1,0,3,22064,6994.99641941768,0.3170321074790464,1
1,0,0,448,28,0,1,3,12544,3961.6498333643435,0.3158202992159075,1
0,1,2,287,34,1,2,2,9758,3514.108419821347,0.3601258884834338,1
0,1,0,49,150,1,2,1,7350,2242.9393034288737,0.30516180999032294,1
1,0,2,110,112,1,2,2,12320,4616.716985824867,0.37473352157669376,1
1,1,1,120,36,1,1,3,4320,718.976778929188,0.16642980993731202,0
0,3,0,394,173,1,0,0,68162,15413.016092616539,0.22612329586304009,1
1,2,2,330,168,1,2,3,55440,3045.2017863412107,0.05492788214901174,0
1,2,2,258,91,0,2,3,23478,1231.072582147335,0.05243515555615193,0
0,2,1,200,168,0,2,2,33600,4503.8890565098745,0.13404431715803197,0
1,2,0,499,140,0,0,0,69860,5957.836777247774,0.08528251899867985,0
0,0,1,191,30,1,0,0,5730,808.3538983951539,0.14107397877751376,0
1,2,2,435,185,0,1,2,80475,9010.395694510473,0.11196515308493908,0
0,2,2,414,91,1,2,1,37674,2259.762195519932,0.059982008693526885,0
0,2,0,344,125,0,0,0,43000,15835.027403411044,0.3682564512421173,1
0,2,2,218,144,1,1,0,31392,1659.9491891960292,0.05287809598611204,0
1,3,0,31,54,0,2,2,1674,514.9705283670984,0.30762875051797994,1
0,2,1,175,138,1,0,1,24150,2493.5300141872135,0.10325176042183079,0
1,3,0,108,33,0,0,1,3564,1316.1152304823013,0.36928036769986006,1
1,0,0,217,33,1,1,3,7161,2595.7091031911104,0.36247857885646007,1
1,1,2,17,29,0,2,3,493,137.48064280601537,0.2788654012292401,1
1,2,2,199,159,1,2,2,31641,9026.606256844332,0.2852819524302118,1
0,1,0,184,57,0,0,1,10488,543.9989223423328,0.051868699689391,0
0,1,2,282,127,0,2,2,35814,14135.966594077392,0.39470504813976076,1
1,0,2,26,138,0,1,3,3588,1281.7821835705079,0.3572414112515351,1
1,1,2,99,53,1,0,2,5247,1906.1678282420278,0.36328717900553226,1
0,3,0,150,188,1,0,2,28200,7916.743580692106,0.2807355879678052,1
1,1,2,154,29,1,1,0,4466,762.2364481799061,0.1706754250290878,0
0,1,0,175,141,1,0,0,24675,8951.523145707666,0.3627770271816683,1
1,1,2,346,164,1,2,0,56744,8626.842799853941,0.15203092485291733,0
1,2,1,87,164,0,2,3,14268,3523.468905142293,0.246949040169771,1
0,2,2,438,134,1,0,2,58692,4983.293580082502,0.08490584032035885,0
1,3,2,271,20,0,1,0,5420,2019.9498303618273,0.3726844705464626,1
0,3,0,172,31,0,1,0,5332,529.3058282926384,0.09926966021992467,0
1,2,0,375,122,1,2,0,45750,5888.660101758146,0.12871388200564254,0
1,3,2,23,23,0,1,3,529,129.788539377439,0.24534695534487524,1
1,2,1,248,189,1,0,3,46872,14878.698487094007,0.3174325500745436,1
0,0,2,81,160,1,0,2,12960,3457.3775237270524,0.26677295707770465,1
1,1,2,454,117,1,2,2,53118,6971.571213041544,0.13124686948005468,0
1,1,1,152,125,0,2,2,19000,956.2712328078107,0.05033006488462162,0
1,3,0,319,104,1,2,0,33176,10450.529678297862,0.31500270310760375,1
1,2,2,292,140,1,1,1,40880,16140.34641913593,0.39482256406888283,1
0,2,0,278,151,1,0,3,41978,13998.386537473174,0.3334695921071317,1
0,3,0,250,101,0,0,0,25250,5329.575987959089,0.21107231635481538,1
1,2,1,424,38,1,0,0,16112,5902.124340481842,0.36631854148968734,1
0,0,1,254,149,0,2,2,37846,7321.183262892977,0.19344668559142253,0
1,1,0,172,31,0,0,2,5332,1246.2319880151592,0.23372692948521365,1
1,3,2,69,100,1,1,0,6900,1497.268388260575,0.21699541858848911,1
1,3,0,15,93,0,1,3,1395,288.30235582894255,0.20666835543293374,1
0,2,2,206,117,0,0,3,24102,7744.3767725326015,0.32131676925286706,1
0,3,2,479,25,1,2,0,11975,2806.5701825932583,0.2343691175443222,1
0,0,1,67,155,1,0,1,10385,1670.4375592811543,0.16085099270882564,0
0,2,2,314,144,1,1,1,45216,6346.3078980960145,0.14035535868046742,0
0,2,2,416,70,0,1,3,29120,1840.720654532081,0.06321156093860168,0
0,2,0,226,30,1,1,2,6780,1722.922119148468,0.2541183066590661,1
0,2,1,427,146,0,0,1,62342,8134.789095625946,0.13048649539036197,0
0,0,2,35,159,0,1,1,5565,566.7778466074102,0.10184687270573409,0
0,2,2,312,92,0,2,2,28704,8003.837348598381,0.2788404873396872,1
1,3,1,14,21,0,0,1,294,84.79643262983738,0.2884232402375421,1
0,0,0,483,27,0,0,0,13041,4085.148182476278,0.31325421229018313,1
0,1,1,29,158,1,1,1,4582,1036.6862686581992,0.22625191371850703,1
0,1,1,399,143,1,1,2,57057,20707.075763191355,0.36291911182136033,1
0,3,2,207,72,0,2,0,14904,5629.538338826516,0.37771996368937977,1
0,3,2,68,29,0,0,1,1972,655.8474226447762,0.3325798289273713,1
0,0,0,457,131,1,1,3,59867,16311.226245584452,0.27245771870286556,1
0,1,2,251,27,1,2,0,6777,1059.26091587062,0.15630233375691605,0
0,1,2,155,55,0,1,0,8525,3359.111909884335,0.39403072256707744,1
0,1,1,397,125,0,0,3,49625,7242.652553914979,0.14594765851717842,0
0,1,2,282,33,1,1,3,9306,1125.3738606150332,0.1209299226966509,0
0,1,0,258,105,1,0,1,27090,5546.784229867485,0.204753939825304,1
1,2,1,23,168,0,1,1,3864,270.0711878314342,0.06989419974933597,0
1,3,0,471,69,1,0,2,32499,12754.982062578987,0.3924730626351268,1
0,2,1,22,186,1,2,2,4092,1047.3545394996038,0.2559517447457487,1
0,1,2,400,39,0,0,0,15600,3820.9584204863972,0.24493323208246137,1
1,0,1,393,106,0,2,3,41658,11644.606499821886,0.279528697964902,1
0,0,1,53,154,0,0,3,8162,1827.9474546051463,0.22395827672202234,1
1,1,2,384,156,1,2,2,59904,3667.4565248109966,0.06122223098308956,0
1,1,2,408,148,0,1,0,60384,15960.031702868482,0.2643089510941389,1
1,0,0,28,173,1,0,0,4844,1456.4011909919327,0.30066085693475075,1
1,2,0,72,185,0,1,2,13320,2608.884120629336,0.19586217121841862,0
1,2,2,248,57,0,2,2,14136,4453.595572379434,0.31505345022491754,1
0,1,2,428,63,1,0,2,26964,3490.502062376411,0.12945045476844722,0
1,2,2,346,105,1,0,1,36330,4630.142493702064,0.12744680687316443,0
0,0,1,428,63,0,1,0,26964,2871.5566796027106,0.10649594569065089,0
0,2,1,412,93,0,0,0,38316,6904.4729256285345,0.18019816592620666,0
1,1,1,413,138,1,0,0,56994,19745.8113807379,0.3464542123861793,1
1,0,2,109,141,0,1,2,15369,5221.91316910914,0.33976922175217256,1
0,2,0,172,153,1,0,2,26316,4841.840649868649,0.18398847278722635,0
1,3,2,425,164,1,1,2,69700,17856.551564237874,0.2561915575930828,1
1,0,1,131,70,0,1,2,9170,2771.959967726242,0.3022857107662205,1
0,0,1,441,57,1,1,3,25137,3378.9751428386153,0.13442237111980807,0
0,3,2,53,171,1,1,2,9063,986.5019315124325,0.10884938006316149,0
1,3,2,369,70,1,1,1,25830,10079.733826635898,0.39023359762430887,1
0,0,1,417,29,0,2,3,12093,3218.4922060253707,0.2661450596233665,1
1,3,1,326,139,1,2,3,45314,17830.855206709726,0.39349550264178235,1
1,1,1,390,168,0,1,2,65520,11021.42029691628,0.1682145954962802,0
1,1,2,154,89,0,2,0,13706,4057.813367945907,0.29606109499094607,1
0,1,1,336,104,0,2,2,34944,4469.731516353954,0.1279112727894332,0
0,0,1,372,76,1,0,0,28272,3998.2279347896233,0.14142005994586954,0
0,3,0,59,145,1,1,2,8555,1960.5129266115716,0.2291657424443684,1
0,3,2,74,58,0,2,2,4292,694.7303481382247,0.16186634392782495,0
0,2,0,364,52,0,0,0,18928,2056.859336131104,0.10866754734420457,0
1,2,0,297,37,1,0,0,10989,1560.5286119562463,0.1420082456962641,0
1,3,1,173,76,0,1,0,13148,821.9069616530159,0.06251193806305262,0
1,3,2,150,115,0,1,0,17250,5115.457614670326,0.2965482675171203,1
1,3,1,463,67,1,0,1,31021,6894.132786811179,0.22224082998005157,1
0,0,2,323,61,0,1,0,19703,1635.054898078929,0.08298507324158397,0
1,3,0,137,46,1,1,2,6302,693.8054406435131,0.11009289759497193,0
0,2,2,407,93,1,0,2,37851,3250.912180735591,0.0858870883394254,0
1,0,1,430,129,0,0,1,55470,14666.683076272006,0.2644074828965568,1
0,3,1,377,199,1,1,0,75023,6224.930438255044,0.08297362726437284,0
0,2,1,472,189,1,2,2,89208,28011.206427891946,0.31399881656232564,1
1,0,2,248,51,1,1,1,12648,723.1977376475077,0.057178821762136914,0
1,3,0,333,45,0,2,2,14985,2057.1636640914553,0.13728152579856226,0
1,3,0,305,44,0,0,1,13420,4854.461376664289,0.36173333656216755,1
1,3,2,196,94,0,2,1,18424,5554.577351779492,0.30148596134278616,1
0,0,1,217,42,1,0,3,9114,688.4616851996514,0.07553891652399071,0
1,2,0,229,76,1,1,3,17404,5872.007552861024,0.33739413656981293,1
1,2,1,409,199,0,1,0,81391,18114.567552047585,0.2225622925390717,1
0,1,2,199,145,0,0,3,28855,9994.6234871348,0.3463740595090903,1
1,3,1,397,106,1,0,1,42082,10952.21591594751,0.2602589210576377,1
1,1,0,438,50,0,0,2,21900,6321.250190531863,0.2886415612115006,1
1,1,0,355,83,0,1,2,29465,11718.983216970839,0.39772554613849787,1
1,2,1,293,52,0,1,0,15236,2000.7525321944195,0.13131744107340637,0
1,0,2,361,21,0,2,3,7581,2034.59599079313,0.26838095116648597,1
0,0,1,246,37,0,0,0,9102,1921.545852305854,0.21111248652008943,1
1,2,2,203,194,1,2,1,39382,2512.893883500502,0.063808183522942,0
1,0,1,296,180,0,1,3,53280,2933.848522745427,0.05506472452600276,0
1,1,0,268,103,0,2,0,27604,2532.11498172946,0.09173000223625054,0
1,3,2,255,54,1,2,2,13770,3816.7976435255327,0.27718210918849184,1
1,2,2,145,198,1,1,2,28710,7134.638288897722,0.2485070807696873,1
0,3,2,289,133,1,1,0,38437,9367.110214857568,0.24370034640730465,1
1,0,0,280,165,1,0,0,46200,2825.123850081966,0.06114986688489104,0
0,3,1,180,129,0,2,0,23220,4975.025451417778,0.21425604872600248,1
0,0,0,168,107,0,1,1,17976,6716.156920738053,0.373617986244885,1
1,0,2,210,91,0,1,1,19110,3614.7932178842602,0.18915715425872634,0
1,1,1,496,144,0,2,2,71424,19193.261868759746,0.2687228644259597,1
1,0,0,54,49,1,1,1,2646,854.4900754945934,0.3229365364681003,1
1,1,2,459,191,1,0,1,87669,28437.530853981556,0.3243738476996607,1
0,1,2,273,72,0,0,3,19656,4555.2392548465095,0.231748028838345,1
1,1,0,80,157,0,2,1,12560,4399.556751988671,0.3502831808908177,1
1,2,0,373,106,0,0,3,39538,7392.907469395541,0.18698233267731146,0
1,2,0,380,199,0,1,1,75620,27302.04331570926,0.36104262517467944,1
1,0,2,112,196,1,1,2,21952,2943.313364850254,0.13407950823844086,0
1,1,0,499,158,0,1,0,78842,11674.587685982711,0.14807574244669988,0
1,2,2,134,183,1,1,2,24522,1682.0183813127667,0.06859221846965038,0
0,1,0,322,180,1,2,1,57960,19037.173136096753,0.32845364278979905,1
0,3,2,473,194,1,0,0,91762,17982.53790551494,0.19596933268144698,0
1,3,2,492,32,1,0,0,15744,2049.7241892973734,0.13019081486898967,0
1,3,1,295,59,0,1,0,17405,2282.2584236707994,0.13112659716580288,0
1,0,0,467,108,0,2,3,50436,18433.852602543164,0.36548997943023165,1
0,1,0,239,87,0,1,2,20793,7108.51975568522,0.34187081016136295,1
1,3,2,155,61,0,1,3,9455,2304.522082368259,0.24373580987501417,1
0,2,2,379,166,1,2,0,62914,16712.39821407414,0.2656387801455024,1
1,3,2,206,113,1,2,2,23278,5028.372720944387,0.2160139496926019,1
1,3,1,382,38,1,1,2,14516,2715.7010377500765,0.18708329000758311,0
1,3,1,230,42,0,0,1,9660,3578.227335399179,0.37041690842641606,1
1,0,2,432,73,1,1,3,31536,2963.2627763756864,0.09396444623210573,0
0,2,0,69,84,1,0,3,5796,1138.6611576183402,0.1964563764006798,0
0,1,0,107,159,1,0,1,17013,2902.3611092092033,0.17059666779575638,0
1,2,1,180,43,1,2,3,7740,1736.490301160361,0.22435275208790195,1
1,1,1,391,53,0,2,0,20723,4355.376867669883,0.2101711560908113,1
0,0,2,182,72,1,1,0,13104,3035.03494796452,0.2316113360778785,1
0,0,0,160,155,1,0,3,24800,2454.496722330309,0.09897164202944793,0
0,0,2,462,37,0,0,1,17094,3924.7742894037856,0.229599525529647,1
